feedback_id,submitted_at,user_id,hotspot_id,location,metro,rating,category,feedback_text,platform,status,source,cleaned_text,token_count,dominant_topic,topic_confidence,topic_probabilities
FB0263,2026-07-17T00:57:04Z,USER034,H014,Centurion Central,Gauteng,4,Privacy and Trust,I want clearer information about who can see my incident report before users share sensitive safety information. Please add a simple privacy notice near the submission form.,Mobile Web,reviewed,mock,want clearer information see incident report users share sensitive safety information add simple privacy notice near submission form,18,topic_9,0.709715,"[0.003175, 0.003175, 0.003175, 0.003175, 0.003176, 0.003175, 0.268059, 0.003175, 0.709715]"
FB0264,2026-07-17T04:34:02Z,USER094,H006,Cape Town City Centre,Cape Town,3,Incident Reporting,The form cleared my description before the report was sent when I needed to submit details quickly. Please save unfinished reports automatically. This area mainly receives vehicle theft warnings.,Android,resolved,mock,form cleared description report sent needed submit details quickly save unfinished reports automatically vehicle theft warnings,16,topic_1,0.566118,"[0.566118, 0.003473, 0.003473, 0.003472, 0.003474, 0.003472, 0.003473, 0.003472, 0.409573]"
FB0265,2026-07-18T10:27:24Z,USER123,H014,Centurion Central,Gauteng,3,Safety Alerts,Several alerts appeared together instead of arriving in real time during a period of increased neighbourhood activity. Please make urgent notifications faster and more reliable. This area mainly receives vehicle theft warnings.,Web,reviewed,mock,several alerts appeared together instead arriving real time period increased neighbourhood activity urgent notifications faster reliable vehicle theft warnings,19,topic_3,0.975968,"[0.003004, 0.003004, 0.975968, 0.003003, 0.003006, 0.003003, 0.003004, 0.003003, 0.003004]"
FB0266,2026-07-18T15:58:02Z,USER086,H002,Somerset West,Cape Town,3,Community Chat,The chat helped residents share information about a recent concern without requiring a separate messaging application. Please add pinned messages for verified safety information.,Web,reviewed,mock,chat helped residents share information recent concern without requiring separate messaging application add pinned messages verified safety information,18,topic_2,0.623923,"[0.003087, 0.623923, 0.003087, 0.003087, 0.003087, 0.003087, 0.003088, 0.354469, 0.003087]"
FB0267,2026-07-18T18:26:26Z,USER180,H010,Bedfordview,Gauteng,3,Privacy and Trust,Security and staff accounts should have visible verification before users share sensitive safety information. Verified roles and clear retention rules would improve trust.,Web,reviewed,mock,security staff accounts visible verification users share sensitive safety information verified roles clear retention rules trust,16,topic_7,0.971323,"[0.003584, 0.003585, 0.003584, 0.003584, 0.003584, 0.003584, 0.971323, 0.003584, 0.003586]"
FB0268,2026-07-19T04:00:23Z,USER053,H010,Bedfordview,Gauteng,3,Privacy and Trust,Security and staff accounts should have visible verification especially in private neighbourhood groups. Please add a simple privacy notice near the submission form.,Mobile Web,reviewed,mock,security staff accounts visible verification especially private neighbourhood groups add simple privacy notice near submission form,16,topic_9,0.551975,"[0.003585, 0.003585, 0.132614, 0.003584, 0.003584, 0.003584, 0.293904, 0.003584, 0.551975]"
FB0269,2026-07-19T06:39:29Z,USER048,H006,Cape Town City Centre,Cape Town,2,Safety Alerts,I did not receive the warning until it was too late to be useful during a period of increased neighbourhood activity. Critical warnings should be prioritised over ordinary updates. This area mainly receives vehicle theft warnings.,Mobile Web,reviewed,mock,receive warning late useful period increased neighbourhood activity critical warnings prioritised ordinary updates vehicle theft warnings,16,topic_1,0.853775,"[0.853775, 0.003585, 0.003587, 0.003585, 0.12113, 0.003585, 0.003585, 0.003584, 0.003585]"
FB0270,2026-07-19T20:21:59Z,USER061,H005,Sea Point,Cape Town,3,Community Chat,The chat helped residents share information about a recent concern although moderation controls are still needed. Please add pinned messages for verified safety information.,Mobile Web,reviewed,mock,chat helped residents share information recent concern although moderation controls still needed add pinned messages verified safety information,18,topic_2,0.686075,"[0.003175, 0.686075, 0.003175, 0.003175, 0.003175, 0.003175, 0.003176, 0.291699, 0.003175]"
FB0271,2026-07-19T22:11:58Z,USER099,H001,Rondebosch,Cape Town,3,Incident Reporting,The reporting screen needs more incident categories and I had to repeat the process. The form should require fewer actions for urgent reports.,iOS,resolved,mock,reporting screen needs incident categories repeat process form require fewer actions urgent reports,13,topic_1,0.964442,"[0.964442, 0.004445, 0.004445, 0.004445, 0.004445, 0.004445, 0.004444, 0.004444, 0.004445]"
FB0272,2026-07-20T02:22:30Z,USER009,H005,Sea Point,Cape Town,2,Application Performance,The page sometimes disconnects and takes too long to reconnect on a normal mobile connection. Please improve loading speed and automatic reconnection.,iOS,reviewed,mock,page sometimes disconnects takes long reconnect normal mobile connection loading speed automatic reconnection,13,topic_9,0.401658,"[0.004274, 0.004274, 0.004274, 0.226289, 0.004274, 0.004274, 0.081178, 0.269507, 0.401658]"
FB0273,2026-07-20T03:25:50Z,USER077,H009,Fourways,Gauteng,4,Positive Experience,The service helped me understand recent safety activity nearby and the information felt timely. A weekly safety summary would make the service even more useful. This area mainly receives vehicle theft warnings.,Mobile Web,reviewed,mock,service helped understand recent safety activity nearby information felt timely weekly safety summary service even useful vehicle theft warnings,19,topic_5,0.620592,"[0.003087, 0.003087, 0.003087, 0.003087, 0.620592, 0.003087, 0.3578, 0.003087, 0.003087]"
FB0274,2026-07-20T10:32:42Z,USER044,H014,Centurion Central,Gauteng,2,Incident Reporting,The form cleared my description before the report was sent and I had to repeat the process. A clear confirmation screen would make reporting easier.,Mobile Web,resolved,mock,form cleared description report sent repeat process clear confirmation screen reporting easier,12,topic_4,0.541177,"[0.004632, 0.00463, 0.00463, 0.541177, 0.00463, 0.00463, 0.00463, 0.00463, 0.426412]"
FB0275,2026-07-21T03:33:35Z,USER140,H001,Rondebosch,Cape Town,2,Location Accuracy,The street name and map marker did not match causing unnecessary concern in another neighbourhood. Please improve address validation before publishing an incident.,Android,reviewed,mock,street name map marker match causing unnecessary concern another neighbourhood address validation publishing incident,14,topic_6,0.932041,"[0.003968, 0.003968, 0.003969, 0.003968, 0.040181, 0.932041, 0.003968, 0.003968, 0.003968]"
FB0276,2026-07-22T04:15:09Z,USER036,H006,Cape Town City Centre,Cape Town,1,Safety Alerts,Several alerts appeared together instead of arriving in real time during a period of increased neighbourhood activity. Please make urgent notifications faster and more reliable.,Web,reviewed,mock,several alerts appeared together instead arriving real time period increased neighbourhood activity urgent notifications faster reliable,16,topic_3,0.972221,"[0.003473, 0.003472, 0.972221, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472]"
FB0277,2026-07-22T14:53:07Z,USER165,H006,Cape Town City Centre,Cape Town,3,Community Chat,The chat helped residents share information about a recent concern and a pinned update feature would help. Verified security updates should be visually distinct. This area mainly receives vehicle theft warnings.,Mobile Web,new,mock,chat helped residents share information recent concern pinned update feature help verified security updates visually distinct vehicle theft warnings,19,topic_2,0.430860,"[0.233587, 0.43086, 0.003004, 0.003003, 0.003005, 0.003003, 0.047411, 0.273123, 0.003004]"
FB0278,2026-07-22T20:03:51Z,USER112,H002,Somerset West,Cape Town,2,Incident Reporting,Adding a location while reporting was difficult on my phone despite having a stable internet connection. The form should require fewer actions for urgent reports.,Android,reviewed,mock,adding location reporting difficult phone despite stable internet connection form require fewer actions urgent reports,15,topic_1,0.670372,"[0.670372, 0.003704, 0.003704, 0.003705, 0.003704, 0.3037, 0.003704, 0.003704, 0.003704]"
FB0279,2026-07-23T18:56:09Z,USER147,H012,Menlo Park,Gauteng,5,Positive Experience,The service helped me understand recent safety activity nearby during a situation that could have caused confusion. I would recommend this feature to other neighbourhood groups.,Web,resolved,mock,service helped understand recent safety activity nearby situation caused confusion recommend feature neighbourhood groups,14,topic_5,0.649963,"[0.004116, 0.004116, 0.321228, 0.004116, 0.649963, 0.004115, 0.004116, 0.004116, 0.004115]"
FB0280,2026-07-24T19:16:56Z,USER002,H008,Claremont,Cape Town,5,Positive Experience,The location-based warnings are relevant and easy to understand and the information felt timely. I would recommend this feature to other neighbourhood groups.,Mobile Web,reviewed,mock,location based warnings relevant easy understand information felt timely recommend feature neighbourhood groups,13,topic_5,0.565855,"[0.004274, 0.004274, 0.355195, 0.004274, 0.565855, 0.004274, 0.053307, 0.004274, 0.004274]"
